review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized
"UPDATE: Decent for the price, but not great.",3,False,3,neutral,"update: decent for the price, but not great."
"I must say, It works as expected, nothing special. Not recommended.",3,True,9,neutral,"i must say, it works as expected, nothing special. not recommended."
"I must say, Excellent quality fabric, feels soft and durable. Great value for money, highly recommend! Worth every penny!",5,True,43,positive,"i must say, excellent quality fabric, feels soft and durable. great value for money, highly recommend! worth every penny!"
"<p>To be honest, Setup was incredibly easy, connected right away. One star is too generous.</p>",5,False,16,positive,"to be honest, setup was incredibly easy, connected right away. one star is too generous."
"UPDATE: Decent performance, not amazing but okay. Not recommended.",3,True,0,neutral,"update: decent performance, not amazing but okay. not recommended."
"EDIT: After more use, Standard features and performance. Highly recommend!",3,True,5,neutral,"edit: after more use, standard features and performance. highly recommend!"
"After using it for a month, Faded badly after first wash. Poor quality material, started falling apart after one wash. Worth every penny!",2,False,23,negative,"after using it for a month, faded badly after first wash. poor quality material, started falling apart after one wash. worth every penny!"
"<p>Just received it and Camera is terrible, blurry photos even in daylight. Battery drains too quickly, barely lasts 3 hours. Five stars from me!</p>",1,True,25,negative,"just received it and camera is terrible, blurry photos even in daylight. battery drains too quickly, barely lasts 3 hours. five stars from me!"
"<p>Excellent quality fabric, feels soft and durable. Washes well, no fading or shrinking. Perfect for my needs.</p>",5,True,48,positive,"excellent quality fabric, feels soft and durable. washes well, no fading or shrinking. perfect for my needs."
"Just received it and Great value for money, highly recommend! Great value for money, highly recommend! Not recommended.",4,False,29,positive,"just received it and great value for money, highly recommend! great value for money, highly recommend! not recommended."
"EDIT: After more use, Takes up too much space, too bulky. One star is too generous.",1,True,8,negative,"edit: after more use, takes up too much space, too bulky. one star is too generous."
"Overall, Great value for money, highly recommend!",5,True,40,positive,"overall, great value for money, highly recommend!"
"I must say, Excellent quality fabric, feels soft and durable. Washes well, no fading or shrinking. Perfect for my needs.",5,False,8,positive,"i must say, excellent quality fabric, feels soft and durable. washes well, no fading or shrinking. perfect for my needs."
"EDIT: After more use, Great build quality, feels premium and solid. The screen resolution is perfect for watching movies. Five stars from me!",5,True,13,positive,"edit: after more use, great build quality, feels premium and solid. the screen resolution is perfect for watching movies. five stars from me!"
"After using it for a month, Takes up too much space, too bulky. You get what you pay for.",1,True,2,negative,"after using it for a month, takes up too much space, too bulky. you get what you pay for."
"<p>EDIT: After more use, Excellent quality fabric, feels soft and durable. Disappointed overall.</p>",5,True,27,positive,"edit: after more use, excellent quality fabric, feels soft and durable. disappointed overall."
"Just received it and Standard quality, nothing remarkable. Five stars from me! Contact me: reviewer@email.com",3,True,8,neutral,"just received it and standard quality, nothing remarkable. five stars from me! contact me: reviewer@email.com"
"Just received it and Difficult to clean, parts don't come apart easily. Consumes too much power. Would buy again!",2,True,19,negative,"just received it and difficult to clean, parts don't come apart easily. consumes too much power. would buy again!"
"To be honest, Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Save your money.",5,True,42,positive,"to be honest, amazing battery life! lasts all day without charging. setup was incredibly easy, connected right away. save your money."
"<p>Just received it and Great value for money, highly recommend! Beautiful color, exactly as shown in pictures. You get what you pay for.</p>",5,False,22,positive,"just received it and great value for money, highly recommend! beautiful color, exactly as shown in pictures. you get what you pay for."
"My experience: It works as expected, nothing special. You get what you pay for. Check my blog: www.reviews.com/mypost",3,True,7,neutral,"my experience: it works as expected, nothing special. you get what you pay for. check my blog:"
"Honestly, Energy efficient, saves on electricity. Powerful and efficient, cleans thoroughly. Perfect for my needs. Check my blog: www.reviews.com/mypost",5,False,31,positive,"honestly, energy efficient, saves on electricity. powerful and efficient, cleans thoroughly. perfect for my needs. check my blog:"
"After using it for a month, Okay for occasional use. Five stars from me!",3,False,1,neutral,"after using it for a month, okay for occasional use. five stars from me!"
"<p>Honestly, Beautiful color, exactly as shown in pictures. You get what you pay for.</p>",5,False,29,positive,"honestly, beautiful color, exactly as shown in pictures. you get what you pay for."
"In my opinion, As expected from this brand. Total waste of money.",3,True,2,neutral,"in my opinion, as expected from this brand. total waste of money."
"<p>In my opinion, Camera quality exceeded my expectations, photos are crisp. Worth every penny!</p>",5,False,36,positive,"in my opinion, camera quality exceeded my expectations, photos are crisp. worth every penny!"
"<p>In my opinion, Runs very small, order 2 sizes up! Highly recommend!</p> Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",2,True,1,negative,"in my opinion, runs very small, order 2 sizes up! highly recommend! check my blog: contact me: reviewer@email.com"
"Honestly, It works as expected, nothing special. Highly recommend!",3,True,8,neutral,"honestly, it works as expected, nothing special. highly recommend!"
"Just received it and Washes well, no fading or shrinking. Great value for money, highly recommend! Disappointed overall.",4,True,3,positive,"just received it and washes well, no fading or shrinking. great value for money, highly recommend! disappointed overall."
"EDIT: After more use, Setup was incredibly easy, connected right away. Setup was incredibly easy, connected right away. Not recommended.",5,True,33,positive,"edit: after more use, setup was incredibly easy, connected right away. setup was incredibly easy, connected right away. not recommended."
"<p>In my opinion, Camera quality exceeded my expectations, photos are crisp. Five stars from me!</p>",5,False,28,positive,"in my opinion, camera quality exceeded my expectations, photos are crisp. five stars from me!"
"In my opinion, Poor build quality, feels cheap and plastic. Disappointed overall.",2,True,5,negative,"in my opinion, poor build quality, feels cheap and plastic. disappointed overall."
"After using it for a month, Difficult to setup, confusing instructions. Save your money.",2,True,12,negative,"after using it for a month, difficult to setup, confusing instructions. save your money."
"After using it for a month, Quiet operation, barely makes any noise. Highly recommend! Contact me: reviewer@email.com",5,False,31,positive,"after using it for a month, quiet operation, barely makes any noise. highly recommend! contact me: reviewer@email.com"
"<p>UPDATE: Way too loud, sounds like a jet engine. You get what you pay for.</p>",1,True,16,negative,"update: way too loud, sounds like a jet engine. you get what you pay for."
UPDATE: Consumes too much power. Total waste of money.,1,True,5,negative,update: consumes too much power. total waste of money.
"<p>I must say, Way too loud, sounds like a jet engine. Consumes too much power. You get what you pay for.</p>",1,True,29,negative,"i must say, way too loud, sounds like a jet engine. consumes too much power. you get what you pay for."
"EDIT: After more use, It works as expected, nothing special. Total waste of money.",3,True,3,neutral,"edit: after more use, it works as expected, nothing special. total waste of money."
"EDIT: After more use, Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Total waste of money.",5,True,47,positive,"edit: after more use, amazing battery life! lasts all day without charging. setup was incredibly easy, connected right away. total waste of money."
"EDIT: After more use, Great value for money, highly recommend! Perfect for my needs.",5,False,4,positive,"edit: after more use, great value for money, highly recommend! perfect for my needs."
"In my opinion, Terrible fit, way too small even though I ordered my size. Five stars from me! Contact me: reviewer@email.com",1,True,28,negative,"in my opinion, terrible fit, way too small even though i ordered my size. five stars from me! contact me: reviewer@email.com"
"<p>Sound quality is excellent, crystal clear audio. Sound quality is excellent, crystal clear audio. Not recommended.</p>",5,False,38,positive,"sound quality is excellent, crystal clear audio. sound quality is excellent, crystal clear audio. not recommended."
"<p>In my opinion, Takes up too much space, too bulky. Consumes too much power. Not recommended.</p>",2,True,14,negative,"in my opinion, takes up too much space, too bulky. consumes too much power. not recommended."
"Honestly, Battery drains too quickly, barely lasts 3 hours. Worth every penny!",1,False,8,negative,"honestly, battery drains too quickly, barely lasts 3 hours. worth every penny!"
"In my opinion, Standard features and performance. Save your money.",3,False,6,neutral,"in my opinion, standard features and performance. save your money."
"In my opinion, Washes well, no fading or shrinking. Total waste of money.",5,True,45,positive,"in my opinion, washes well, no fading or shrinking. total waste of money."
"<p>EDIT: After more use, Sound quality is excellent, crystal clear audio. Five stars from me!</p>",5,False,5,positive,"edit: after more use, sound quality is excellent, crystal clear audio. five stars from me!"
"Honestly, Poor build quality, feels cheap and plastic. Disappointed overall. Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",2,False,21,negative,"honestly, poor build quality, feels cheap and plastic. disappointed overall. check my blog: contact me: reviewer@email.com"
"Honestly, Difficult to clean, parts don't come apart easily. Five stars from me! Check my blog: www.reviews.com/mypost",1,True,5,negative,"honestly, difficult to clean, parts don't come apart easily. five stars from me! check my blog:"
"Overall, Perfect fit! Very comfortable to wear all day. Great value for money, highly recommend! One star is too generous. Check my blog: www.reviews.com/mypost",5,True,23,positive,"overall, perfect fit! very comfortable to wear all day. great value for money, highly recommend! one star is too generous. check my blog:"
"In my opinion, True to size, the measurements were accurate. Excellent quality fabric, feels soft and durable. Five stars from me!",4,True,32,positive,"in my opinion, true to size, the measurements were accurate. excellent quality fabric, feels soft and durable. five stars from me!"
"Just received it and The display is absolutely stunning. Colors are vibrant and sharp. Super fast performance, handles multitasking effortlessly. Contact me: reviewer@email.com",5,True,23,positive,"just received it and the display is absolutely stunning. colors are vibrant and sharp. super fast performance, handles multitasking effortlessly. contact me: reviewer@email.com"
"<p>To be honest, Okay for occasional use. You get what you pay for.</p>",3,False,8,neutral,"to be honest, okay for occasional use. you get what you pay for."
"<p>I must say, Camera is terrible, blurry photos even in daylight. Difficult to setup, confusing instructions. Total waste of money.</p>",2,True,7,negative,"i must say, camera is terrible, blurry photos even in daylight. difficult to setup, confusing instructions. total waste of money."
"I must say, Way too loud, sounds like a jet engine. Not recommended.",1,False,26,negative,"i must say, way too loud, sounds like a jet engine. not recommended."
"After using it for a month, Flimsy construction, feels like it will break. Perfect for my needs. Contact me: reviewer@email.com",1,True,24,negative,"after using it for a month, flimsy construction, feels like it will break. perfect for my needs. contact me: reviewer@email.com"
"My experience: Energy efficient, saves on electricity. Quiet operation, barely makes any noise. Not recommended.",5,True,35,positive,"my experience: energy efficient, saves on electricity. quiet operation, barely makes any noise. not recommended."
"I must say, Great value for money, highly recommend! One star is too generous.",4,True,24,positive,"i must say, great value for money, highly recommend! one star is too generous."
"Honestly, Poor quality material, started falling apart after one wash. Worth every penny! Check my blog: www.reviews.com/mypost",2,True,19,negative,"honestly, poor quality material, started falling apart after one wash. worth every penny! check my blog:"
Just received it and As expected from this brand. Five stars from me!,3,True,0,neutral,just received it and as expected from this brand. five stars from me!
<p>The screen resolution is perfect for watching movies. Not recommended.</p> Contact me: reviewer@email.com,5,True,22,positive,the screen resolution is perfect for watching movies. not recommended. contact me: reviewer@email.com
"After using it for a month, Looks cheap and poorly made. Would buy again!",2,True,24,negative,"after using it for a month, looks cheap and poorly made. would buy again!"
"<p>EDIT: After more use, Washes well, no fading or shrinking. Perfect fit! Very comfortable to wear all day. You get what you pay for.</p>",4,True,45,positive,"edit: after more use, washes well, no fading or shrinking. perfect fit! very comfortable to wear all day. you get what you pay for."
"EDIT: After more use, Runs very small, order 2 sizes up! Overpriced for such low quality. Disappointed overall.",1,True,14,negative,"edit: after more use, runs very small, order 2 sizes up! overpriced for such low quality. disappointed overall."
"In my opinion, True to size, the measurements were accurate. One star is too generous.",5,True,13,positive,"in my opinion, true to size, the measurements were accurate. one star is too generous."
"My experience: Poor build quality, feels cheap and plastic. Perfect for my needs.",2,True,13,negative,"my experience: poor build quality, feels cheap and plastic. perfect for my needs."
"<p>EDIT: After more use, Difficult to clean, parts don't come apart easily. Difficult to clean, parts don't come apart easily. Not recommended.</p> Check my blog: www.reviews.com/mypost",2,True,2,negative,"edit: after more use, difficult to clean, parts don't come apart easily. difficult to clean, parts don't come apart easily. not recommended. check my blog:"
"Great build quality, feels premium and solid. The display is absolutely stunning. Colors are vibrant and sharp. One star is too generous.",5,True,35,positive,"great build quality, feels premium and solid. the display is absolutely stunning. colors are vibrant and sharp. one star is too generous."
"In my opinion, Setup was incredibly easy, connected right away. Camera quality exceeded my expectations, photos are crisp. One star is too generous.",5,True,29,positive,"in my opinion, setup was incredibly easy, connected right away. camera quality exceeded my expectations, photos are crisp. one star is too generous."
"My experience: Washes well, no fading or shrinking. Not recommended.",5,True,12,positive,"my experience: washes well, no fading or shrinking. not recommended."
"I must say, Camera is terrible, blurry photos even in daylight. Sound quality is awful, tinny and distorted. Disappointed overall.",1,False,26,negative,"i must say, camera is terrible, blurry photos even in daylight. sound quality is awful, tinny and distorted. disappointed overall."
"Honestly, Difficult to clean, parts don't come apart easily. Takes up too much space, too bulky. Total waste of money. Check my blog: www.reviews.com/mypost",2,True,11,negative,"honestly, difficult to clean, parts don't come apart easily. takes up too much space, too bulky. total waste of money. check my blog:"
"In my opinion, Way too loud, sounds like a jet engine. Difficult to clean, parts don't come apart easily. Would buy again!",1,True,29,negative,"in my opinion, way too loud, sounds like a jet engine. difficult to clean, parts don't come apart easily. would buy again!"
"In my opinion, Washes well, no fading or shrinking. Excellent quality fabric, feels soft and durable. Disappointed overall.",5,True,34,positive,"in my opinion, washes well, no fading or shrinking. excellent quality fabric, feels soft and durable. disappointed overall."
"In my opinion, Perfect fit! Very comfortable to wear all day. Beautiful color, exactly as shown in pictures. Would buy again!",5,True,24,positive,"in my opinion, perfect fit! very comfortable to wear all day. beautiful color, exactly as shown in pictures. would buy again!"
"<p>My experience: Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. Highly recommend!</p>",1,True,19,negative,"my experience: runs very small, order 2 sizes up! terrible fit, way too small even though i ordered my size. highly recommend!"
"After using it for a month, Beautiful color, exactly as shown in pictures. True to size, the measurements were accurate. Would buy again!",5,True,35,positive,"after using it for a month, beautiful color, exactly as shown in pictures. true to size, the measurements were accurate. would buy again!"
"In my opinion, Color is completely different from the photos. Disappointed overall.",1,True,16,negative,"in my opinion, color is completely different from the photos. disappointed overall."
"Poor build quality, feels cheap and plastic. Camera is terrible, blurry photos even in daylight.",1,True,17,negative,"poor build quality, feels cheap and plastic. camera is terrible, blurry photos even in daylight."
"<p>EDIT: After more use, Very slow, freezes constantly during use. Poor build quality, feels cheap and plastic. Highly recommend!</p>",2,True,3,negative,"edit: after more use, very slow, freezes constantly during use. poor build quality, feels cheap and plastic. highly recommend!"
"<p>Overall, Works like a charm! Makes perfect coffee every morning. Sturdy design, built to last. You get what you pay for.</p>",4,True,23,positive,"overall, works like a charm! makes perfect coffee every morning. sturdy design, built to last. you get what you pay for."
"EDIT: After more use, Standard quality, nothing remarkable. Disappointed overall.",3,True,6,neutral,"edit: after more use, standard quality, nothing remarkable. disappointed overall."
"After using it for a month, Screen is too small and hard to read. Poor build quality, feels cheap and plastic. Highly recommend!",1,True,28,negative,"after using it for a month, screen is too small and hard to read. poor build quality, feels cheap and plastic. highly recommend!"
"To be honest, Washes well, no fading or shrinking. Excellent quality fabric, feels soft and durable. One star is too generous.",4,True,7,positive,"to be honest, washes well, no fading or shrinking. excellent quality fabric, feels soft and durable. one star is too generous."
"Camera is terrible, blurry photos even in daylight. Overheats after just 10 minutes of use. Save your money.",1,False,25,negative,"camera is terrible, blurry photos even in daylight. overheats after just 10 minutes of use. save your money."
"Overall, Runs very small, order 2 sizes up! Runs very small, order 2 sizes up! Total waste of money. Check my blog: www.reviews.com/mypost",2,False,24,negative,"overall, runs very small, order 2 sizes up! runs very small, order 2 sizes up! total waste of money. check my blog:"
"To be honest, Consumes too much power. Save your money.",1,True,19,negative,"to be honest, consumes too much power. save your money."
"Powerful and efficient, cleans thoroughly. Disappointed overall.",5,False,46,positive,"powerful and efficient, cleans thoroughly. disappointed overall."
"EDIT: After more use, Average product for the price point.",3,True,7,neutral,"edit: after more use, average product for the price point."
"I must say, Sound quality is awful, tinny and distorted. Battery drains too quickly, barely lasts 3 hours. Highly recommend!",1,False,27,negative,"i must say, sound quality is awful, tinny and distorted. battery drains too quickly, barely lasts 3 hours. highly recommend!"
"To be honest, Flimsy construction, feels like it will break. Missing basic features, very disappointed. Not recommended.",1,True,7,negative,"to be honest, flimsy construction, feels like it will break. missing basic features, very disappointed. not recommended."
"<p>Color is completely different from the photos. Poor quality material, started falling apart after one wash. You get what you pay for.</p>",1,True,24,negative,"color is completely different from the photos. poor quality material, started falling apart after one wash. you get what you pay for."
"Just received it and Excellent quality fabric, feels soft and durable. Great value for money, highly recommend! One star is too generous.",5,True,1,positive,"just received it and excellent quality fabric, feels soft and durable. great value for money, highly recommend! one star is too generous."
"In my opinion, Terrible fit, way too small even though I ordered my size. Worth every penny!",1,True,9,negative,"in my opinion, terrible fit, way too small even though i ordered my size. worth every penny!"
"Overall, Decent performance, not amazing but okay. Five stars from me! Check my blog: www.reviews.com/mypost",3,True,9,neutral,"overall, decent performance, not amazing but okay. five stars from me! check my blog:"
"My experience: Super fast performance, handles multitasking effortlessly. One star is too generous. Contact me: reviewer@email.com",5,True,31,positive,"my experience: super fast performance, handles multitasking effortlessly. one star is too generous. contact me: reviewer@email.com"
Great features for the price. Worth every penny!,5,True,4,positive,great features for the price. worth every penny!
"In my opinion, Camera is terrible, blurry photos even in daylight. Battery drains too quickly, barely lasts 3 hours. Disappointed overall.",2,False,17,negative,"in my opinion, camera is terrible, blurry photos even in daylight. battery drains too quickly, barely lasts 3 hours. disappointed overall."
"Honestly, Standard quality, nothing remarkable. Five stars from me!",3,True,3,neutral,"honestly, standard quality, nothing remarkable. five stars from me!"
"Just received it and Way too loud, sounds like a jet engine. Total waste of money. Contact me: reviewer@email.com",1,True,6,negative,"just received it and way too loud, sounds like a jet engine. total waste of money. contact me: reviewer@email.com"
Great features for the price. Save your money. Check my blog: www.reviews.com/mypost,5,True,42,positive,great features for the price. save your money. check my blog:
<p>Just received it and Easy to clean and maintain. Five stars from me!</p>,5,True,38,positive,just received it and easy to clean and maintain. five stars from me!
"After using it for a month, Takes up too much space, too bulky. Worth every penny!",1,True,24,negative,"after using it for a month, takes up too much space, too bulky. worth every penny!"
"Just received it and Decent for the price, but not great. Perfect for my needs.",3,False,0,neutral,"just received it and decent for the price, but not great. perfect for my needs."
"My experience: Poor quality material, started falling apart after one wash. Worth every penny!",2,True,23,negative,"my experience: poor quality material, started falling apart after one wash. worth every penny!"
"In my opinion, Fits okay, material is average. Perfect for my needs.",3,True,0,neutral,"in my opinion, fits okay, material is average. perfect for my needs."
"My experience: Terrible fit, way too small even though I ordered my size. Save your money. Check my blog: www.reviews.com/mypost",1,True,28,negative,"my experience: terrible fit, way too small even though i ordered my size. save your money. check my blog:"
"<p>I must say, Missing basic features, very disappointed. Consumes too much power. One star is too generous.</p> Contact me: reviewer@email.com",2,True,26,negative,"i must say, missing basic features, very disappointed. consumes too much power. one star is too generous. contact me: reviewer@email.com"
"UPDATE: Runs very small, order 2 sizes up! Five stars from me!",1,True,5,negative,"update: runs very small, order 2 sizes up! five stars from me!"
"EDIT: After more use, Great features for the price. Compact size, fits perfectly in my space. Not recommended.",5,True,33,positive,"edit: after more use, great features for the price. compact size, fits perfectly in my space. not recommended."
"I must say, Okay for occasional use. You get what you pay for.",3,True,3,neutral,"i must say, okay for occasional use. you get what you pay for."
"I must say, Overpriced for such low quality. Overpriced for such low quality. Total waste of money. Check my blog: www.reviews.com/mypost",1,False,6,negative,"i must say, overpriced for such low quality. overpriced for such low quality. total waste of money. check my blog:"
"<p>EDIT: After more use, Excellent quality fabric, feels soft and durable. You get what you pay for.</p>",5,True,49,positive,"edit: after more use, excellent quality fabric, feels soft and durable. you get what you pay for."
"In my opinion, The screen resolution is perfect for watching movies. Setup was incredibly easy, connected right away. One star is too generous.",5,True,48,positive,"in my opinion, the screen resolution is perfect for watching movies. setup was incredibly easy, connected right away. one star is too generous."
"Quiet operation, barely makes any noise. You get what you pay for.",4,True,20,positive,"quiet operation, barely makes any noise. you get what you pay for."
"I must say, Excellent quality fabric, feels soft and durable. Check my blog: www.reviews.com/mypost",5,True,4,positive,"i must say, excellent quality fabric, feels soft and durable. check my blog:"
"In my opinion, Runs very small, order 2 sizes up! Save your money.",2,False,21,negative,"in my opinion, runs very small, order 2 sizes up! save your money."
"Just received it and Runs very small, order 2 sizes up! Faded badly after first wash.",2,True,3,negative,"just received it and runs very small, order 2 sizes up! faded badly after first wash."
"Standard quality, nothing remarkable. Would buy again!",3,True,7,neutral,"standard quality, nothing remarkable. would buy again!"
<p>UPDATE: Easy to clean and maintain. Five stars from me!</p> Check my blog: www.reviews.com/mypost,5,True,34,positive,update: easy to clean and maintain. five stars from me! check my blog:
"EDIT: After more use, Powerful and efficient, cleans thoroughly. You get what you pay for.",5,True,18,positive,"edit: after more use, powerful and efficient, cleans thoroughly. you get what you pay for."
"EDIT: After more use, Runs very small, order 2 sizes up! Color is completely different from the photos. Not recommended.",2,False,7,negative,"edit: after more use, runs very small, order 2 sizes up! color is completely different from the photos. not recommended."
"<p>UPDATE: Poor quality material, started falling apart after one wash. Color is completely different from the photos. Worth every penny!</p>",2,True,21,negative,"update: poor quality material, started falling apart after one wash. color is completely different from the photos. worth every penny!"
"To be honest, Decent for the price, but not great. Worth every penny! Check my blog: www.reviews.com/mypost",3,True,3,neutral,"to be honest, decent for the price, but not great. worth every penny! check my blog:"
"UPDATE: Average product, meets basic needs. One star is too generous.",3,True,9,neutral,"update: average product, meets basic needs. one star is too generous."
"Difficult to setup, confusing instructions. Check my blog: www.reviews.com/mypost",1,True,27,negative,"difficult to setup, confusing instructions. check my blog:"
"Just received it and Terrible fit, way too small even though I ordered my size. Terrible fit, way too small even though I ordered my size. Save your money.",1,True,2,negative,"just received it and terrible fit, way too small even though i ordered my size. terrible fit, way too small even though i ordered my size. save your money."
"In my opinion, Way too loud, sounds like a jet engine. Broke after just 2 weeks of use! Highly recommend!",2,True,26,negative,"in my opinion, way too loud, sounds like a jet engine. broke after just 2 weeks of use! highly recommend!"
"After using it for a month, Runs very small, order 2 sizes up! One star is too generous.",1,True,26,negative,"after using it for a month, runs very small, order 2 sizes up! one star is too generous."
"<p>Overall, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Total waste of money.</p>",5,True,23,positive,"overall, powerful and efficient, cleans thoroughly. compact size, fits perfectly in my space. total waste of money."
"<p>Honestly, Okay for occasional use. Worth every penny!</p> Contact me: reviewer@email.com",3,True,5,neutral,"honestly, okay for occasional use. worth every penny! contact me: reviewer@email.com"
"<p>My experience: Standard features, what you would expect. Worth every penny!</p> Check my blog: www.reviews.com/mypost",3,True,9,neutral,"my experience: standard features, what you would expect. worth every penny! check my blog:"
"<p>After using it for a month, Fits okay, material is average. One star is too generous.</p>",3,False,6,neutral,"after using it for a month, fits okay, material is average. one star is too generous."
"<p>To be honest, Difficult to setup, confusing instructions. Save your money.</p>",2,True,16,negative,"to be honest, difficult to setup, confusing instructions. save your money."
"<p>Overall, Powerful and efficient, cleans thoroughly. Quiet operation, barely makes any noise. One star is too generous.</p>",4,True,29,positive,"overall, powerful and efficient, cleans thoroughly. quiet operation, barely makes any noise. one star is too generous."
<p>Okay for occasional use. Save your money.</p> Contact me: reviewer@email.com,3,True,2,neutral,okay for occasional use. save your money. contact me: reviewer@email.com
"In my opinion, Camera is terrible, blurry photos even in daylight.",1,True,3,negative,"in my opinion, camera is terrible, blurry photos even in daylight."
"In my opinion, Standard features, what you would expect. Highly recommend! Check my blog: www.reviews.com/mypost",3,True,2,neutral,"in my opinion, standard features, what you would expect. highly recommend! check my blog:"
"<p>EDIT: After more use, Great build quality, feels premium and solid. Perfect for my needs.</p>",4,True,34,positive,"edit: after more use, great build quality, feels premium and solid. perfect for my needs."
UPDATE: As expected from this brand. Highly recommend!,3,True,9,neutral,update: as expected from this brand. highly recommend!
"After using it for a month, The display is absolutely stunning. Colors are vibrant and sharp. Setup was incredibly easy, connected right away.",5,True,30,positive,"after using it for a month, the display is absolutely stunning. colors are vibrant and sharp. setup was incredibly easy, connected right away."
"After using it for a month, Difficult to setup, confusing instructions. Screen is too small and hard to read. Save your money.",1,True,19,negative,"after using it for a month, difficult to setup, confusing instructions. screen is too small and hard to read. save your money."
"<p>Overall, Super fast performance, handles multitasking effortlessly. Save your money.</p>",5,True,33,positive,"overall, super fast performance, handles multitasking effortlessly. save your money."
"Missing basic features, very disappointed. One star is too generous.",2,True,16,negative,"missing basic features, very disappointed. one star is too generous."
"In my opinion, The screen resolution is perfect for watching movies. One star is too generous. Check my blog: www.reviews.com/mypost",5,False,31,positive,"in my opinion, the screen resolution is perfect for watching movies. one star is too generous. check my blog:"
"In my opinion, Difficult to clean, parts don't come apart easily. One star is too generous.",1,True,12,negative,"in my opinion, difficult to clean, parts don't come apart easily. one star is too generous."
