review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
"To be honest, Sturdy design, built to last. Not recommended.",4,True,28,positive,"to be honest, sturdy design, built to last. not recommended.","['to', 'be', 'honest', 'sturdy', 'design', 'built', 'to', 'last', 'not', 'recommended']","['honest', 'sturdy', 'design', 'built', 'last', 'recommended']","['honest', 'sturdy', 'design', 'built', 'last', 'recommended']"
"Overall, Screen is too small and hard to read. Difficult to setup, confusing instructions. Disappointed overall.",2,True,26,negative,"overall, screen is too small and hard to read. difficult to setup, confusing instructions. disappointed overall.","['overall', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'difficult', 'to', 'setup', 'confusing', 'instructions', 'disappointed', 'overall']","['overall', 'screen', 'small', 'hard', 'read', 'difficult', 'setup', 'confusing', 'instructions', 'disappointed', 'overall']","['overall', 'screen', 'small', 'hard', 'read', 'difficult', 'setup', 'confusing', 'instruction', 'disappointed', 'overall']"
"<p>Just received it and Fits okay, material is average. Would buy again!</p>",3,False,4,neutral,"just received it and fits okay, material is average. would buy again!","['just', 'received', 'it', 'and', 'fits', 'okay', 'material', 'is', 'average', 'would', 'buy', 'again']","['received', 'fits', 'okay', 'material', 'average', 'would', 'buy']","['received', 'fit', 'okay', 'material', 'average', 'would', 'buy']"
"In my opinion, True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Would buy again!",4,True,3,positive,"in my opinion, true to size, the measurements were accurate. beautiful color, exactly as shown in pictures. would buy again!","['in', 'my', 'opinion', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'would', 'buy', 'again']","['opinion', 'true', 'size', 'measurements', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'would', 'buy']","['opinion', 'true', 'size', 'measurement', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'would', 'buy']"
"In my opinion, Great value for money, highly recommend! Beautiful color, exactly as shown in pictures. Worth every penny! Contact me: reviewer@email.com",5,True,31,positive,"in my opinion, great value for money, highly recommend! beautiful color, exactly as shown in pictures. worth every penny! contact me: reviewer@email.com","['in', 'my', 'opinion', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'worth', 'every', 'penny', 'contact', 'me', 'reviewer', 'email.com']","['opinion', 'great', 'value', 'money', 'highly', 'recommend', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'worth', 'every', 'penny', 'contact', 'reviewer', 'email.com']","['opinion', 'great', 'value', 'money', 'highly', 'recommend', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'worth', 'every', 'penny', 'contact', 'reviewer', 'email.com']"
"Just received it and Standard features, what you would expect.",3,True,2,neutral,"just received it and standard features, what you would expect.","['just', 'received', 'it', 'and', 'standard', 'features', 'what', 'you', 'would', 'expect']","['received', 'standard', 'features', 'would', 'expect']","['received', 'standard', 'feature', 'would', 'expect']"
"Overall, Standard quality, nothing remarkable. You get what you pay for. Check my blog: www.reviews.com/mypost",3,True,2,neutral,"overall, standard quality, nothing remarkable. you get what you pay for. check my blog:","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'you', 'get', 'what', 'you', 'pay', 'for', 'check', 'my', 'blog']","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'get', 'pay', 'check', 'blog']","['overall', 'standard', 'quality', 'nothing', 'remarkable', 'get', 'pay', 'check', 'blog']"
"Sound quality is excellent, crystal clear audio. Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",5,False,28,positive,"sound quality is excellent, crystal clear audio. check my blog: contact me: reviewer@email.com","['sound', 'quality', 'is', 'excellent', 'crystal', 'clear', 'audio', 'check', 'my', 'blog', 'contact', 'me', 'reviewer', 'email.com']","['sound', 'quality', 'excellent', 'crystal', 'clear', 'audio', 'check', 'blog', 'contact', 'reviewer', 'email.com']","['sound', 'quality', 'excellent', 'crystal', 'clear', 'audio', 'check', 'blog', 'contact', 'reviewer', 'email.com']"
"After using it for a month, Sound quality is awful, tinny and distorted. Overheats after just 10 minutes of use. Disappointed overall.",2,True,4,negative,"after using it for a month, sound quality is awful, tinny and distorted. overheats after just 10 minutes of use. disappointed overall.","['after', 'using', 'it', 'for', 'month', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'overheats', 'after', 'just', '10', 'minutes', 'of', 'use', 'disappointed', 'overall']","['using', 'month', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'overheats', '10', 'minutes', 'use', 'disappointed', 'overall']","['using', 'month', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'overheats', '10', 'minute', 'use', 'disappointed', 'overall']"
"After using it for a month, Broke after just 2 weeks of use! Total waste of money.",1,False,14,negative,"after using it for a month, broke after just 2 weeks of use! total waste of money.","['after', 'using', 'it', 'for', 'month', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'total', 'waste', 'of', 'money']","['using', 'month', 'broke', 'weeks', 'use', 'total', 'waste', 'money']","['using', 'month', 'broke', 'week', 'use', 'total', 'waste', 'money']"
"<p>EDIT: After more use, Takes up too much space, too bulky. Save your money.</p>",1,True,4,negative,"edit: after more use, takes up too much space, too bulky. save your money.","['edit', 'after', 'more', 'use', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'save', 'your', 'money']","['edit', 'use', 'takes', 'much', 'space', 'bulky', 'save', 'money']","['edit', 'use', 'take', 'much', 'space', 'bulky', 'save', 'money']"
"Honestly, It works as expected, nothing special.",3,True,2,neutral,"honestly, it works as expected, nothing special.","['honestly', 'it', 'works', 'as', 'expected', 'nothing', 'special']","['honestly', 'works', 'expected', 'nothing', 'special']","['honestly', 'work', 'expected', 'nothing', 'special']"
"Setup was incredibly easy, connected right away. Perfect for my needs.",4,True,26,positive,"setup was incredibly easy, connected right away. perfect for my needs.","['setup', 'was', 'incredibly', 'easy', 'connected', 'right', 'away', 'perfect', 'for', 'my', 'needs']","['setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'perfect', 'needs']","['setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'perfect', 'need']"
"In my opinion, Easy to clean and maintain. Easy to clean and maintain. One star is too generous.",5,True,37,positive,"in my opinion, easy to clean and maintain. easy to clean and maintain. one star is too generous.","['in', 'my', 'opinion', 'easy', 'to', 'clean', 'and', 'maintain', 'easy', 'to', 'clean', 'and', 'maintain', 'one', 'star', 'is', 'too', 'generous']","['opinion', 'easy', 'clean', 'maintain', 'easy', 'clean', 'maintain', 'one', 'star', 'generous']","['opinion', 'easy', 'clean', 'maintain', 'easy', 'clean', 'maintain', 'one', 'star', 'generous']"
"Super fast performance, handles multitasking effortlessly. The screen resolution is perfect for watching movies. Total waste of money. Check my blog: www.reviews.com/mypost",5,True,1,positive,"super fast performance, handles multitasking effortlessly. the screen resolution is perfect for watching movies. total waste of money. check my blog:","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'the', 'screen', 'resolution', 'is', 'perfect', 'for', 'watching', 'movies', 'total', 'waste', 'of', 'money', 'check', 'my', 'blog']","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'screen', 'resolution', 'perfect', 'watching', 'movies', 'total', 'waste', 'money', 'check', 'blog']","['super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'screen', 'resolution', 'perfect', 'watching', 'movie', 'total', 'waste', 'money', 'check', 'blog']"
"EDIT: After more use, Looks stylish and modern, gets compliments. Washes well, no fading or shrinking.",5,True,46,positive,"edit: after more use, looks stylish and modern, gets compliments. washes well, no fading or shrinking.","['edit', 'after', 'more', 'use', 'looks', 'stylish', 'and', 'modern', 'gets', 'compliments', 'washes', 'well', 'no', 'fading', 'or', 'shrinking']","['edit', 'use', 'looks', 'stylish', 'modern', 'gets', 'compliments', 'washes', 'well', 'fading', 'shrinking']","['edit', 'use', 'look', 'stylish', 'modern', 'get', 'compliment', 'wash', 'well', 'fading', 'shrinking']"
"EDIT: After more use, Flimsy construction, feels like it will break. Perfect for my needs. Contact me: reviewer@email.com",2,True,2,negative,"edit: after more use, flimsy construction, feels like it will break. perfect for my needs. contact me: reviewer@email.com","['edit', 'after', 'more', 'use', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'perfect', 'for', 'my', 'needs', 'contact', 'me', 'reviewer', 'email.com']","['edit', 'use', 'flimsy', 'construction', 'feels', 'like', 'break', 'perfect', 'needs', 'contact', 'reviewer', 'email.com']","['edit', 'use', 'flimsy', 'construction', 'feel', 'like', 'break', 'perfect', 'need', 'contact', 'reviewer', 'email.com']"
UPDATE: Looks cheap and poorly made. Would buy again!,2,True,23,negative,update: looks cheap and poorly made. would buy again!,"['update', 'looks', 'cheap', 'and', 'poorly', 'made', 'would', 'buy', 'again']","['update', 'looks', 'cheap', 'poorly', 'made', 'would', 'buy']","['update', 'look', 'cheap', 'poorly', 'made', 'would', 'buy']"
"I must say, Standard features and performance. Highly recommend!",3,True,6,neutral,"i must say, standard features and performance. highly recommend!","['must', 'say', 'standard', 'features', 'and', 'performance', 'highly', 'recommend']","['must', 'say', 'standard', 'features', 'performance', 'highly', 'recommend']","['must', 'say', 'standard', 'feature', 'performance', 'highly', 'recommend']"
"UPDATE: Energy efficient, saves on electricity. You get what you pay for.",4,True,45,positive,"update: energy efficient, saves on electricity. you get what you pay for.","['update', 'energy', 'efficient', 'saves', 'on', 'electricity', 'you', 'get', 'what', 'you', 'pay', 'for']","['update', 'energy', 'efficient', 'saves', 'electricity', 'get', 'pay']","['update', 'energy', 'efficient', 'save', 'electricity', 'get', 'pay']"
"<p>Honestly, Amazing battery life! Lasts all day without charging. Great build quality, feels premium and solid. One star is too generous.</p>",5,False,22,positive,"honestly, amazing battery life! lasts all day without charging. great build quality, feels premium and solid. one star is too generous.","['honestly', 'amazing', 'battery', 'life', 'lasts', 'all', 'day', 'without', 'charging', 'great', 'build', 'quality', 'feels', 'premium', 'and', 'solid', 'one', 'star', 'is', 'too', 'generous']","['honestly', 'amazing', 'battery', 'life', 'lasts', 'day', 'without', 'charging', 'great', 'build', 'quality', 'feels', 'premium', 'solid', 'one', 'star', 'generous']","['honestly', 'amazing', 'battery', 'life', 'last', 'day', 'without', 'charging', 'great', 'build', 'quality', 'feel', 'premium', 'solid', 'one', 'star', 'generous']"
"After using it for a month, The display is absolutely stunning. Colors are vibrant and sharp. Highly recommend!",5,False,49,positive,"after using it for a month, the display is absolutely stunning. colors are vibrant and sharp. highly recommend!","['after', 'using', 'it', 'for', 'month', 'the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'highly', 'recommend']","['using', 'month', 'display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'highly', 'recommend']","['using', 'month', 'display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'highly', 'recommend']"
"UPDATE: True to size, the measurements were accurate. True to size, the measurements were accurate. Perfect for my needs. Check my blog: www.reviews.com/mypost",4,True,2,positive,"update: true to size, the measurements were accurate. true to size, the measurements were accurate. perfect for my needs. check my blog:","['update', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'perfect', 'for', 'my', 'needs', 'check', 'my', 'blog']","['update', 'true', 'size', 'measurements', 'accurate', 'true', 'size', 'measurements', 'accurate', 'perfect', 'needs', 'check', 'blog']","['update', 'true', 'size', 'measurement', 'accurate', 'true', 'size', 'measurement', 'accurate', 'perfect', 'need', 'check', 'blog']"
"I must say, Standard features, what you would expect. Disappointed overall. Check my blog: www.reviews.com/mypost",3,True,10,neutral,"i must say, standard features, what you would expect. disappointed overall. check my blog:","['must', 'say', 'standard', 'features', 'what', 'you', 'would', 'expect', 'disappointed', 'overall', 'check', 'my', 'blog']","['must', 'say', 'standard', 'features', 'would', 'expect', 'disappointed', 'overall', 'check', 'blog']","['must', 'say', 'standard', 'feature', 'would', 'expect', 'disappointed', 'overall', 'check', 'blog']"
"I must say, Sturdy design, built to last. Five stars from me!",5,True,34,positive,"i must say, sturdy design, built to last. five stars from me!","['must', 'say', 'sturdy', 'design', 'built', 'to', 'last', 'five', 'stars', 'from', 'me']","['must', 'say', 'sturdy', 'design', 'built', 'last', 'five', 'stars']","['must', 'say', 'sturdy', 'design', 'built', 'last', 'five', 'star']"
"Just received it and Standard quality, nothing remarkable. Perfect for my needs.",3,True,10,neutral,"just received it and standard quality, nothing remarkable. perfect for my needs.","['just', 'received', 'it', 'and', 'standard', 'quality', 'nothing', 'remarkable', 'perfect', 'for', 'my', 'needs']","['received', 'standard', 'quality', 'nothing', 'remarkable', 'perfect', 'needs']","['received', 'standard', 'quality', 'nothing', 'remarkable', 'perfect', 'need']"
<p>UPDATE: Okay for occasional use. Would buy again!</p>,3,True,3,neutral,update: okay for occasional use. would buy again!,"['update', 'okay', 'for', 'occasional', 'use', 'would', 'buy', 'again']","['update', 'okay', 'occasional', 'use', 'would', 'buy']","['update', 'okay', 'occasional', 'use', 'would', 'buy']"
"UPDATE: Fits okay, material is average. One star is too generous.",3,False,0,neutral,"update: fits okay, material is average. one star is too generous.","['update', 'fits', 'okay', 'material', 'is', 'average', 'one', 'star', 'is', 'too', 'generous']","['update', 'fits', 'okay', 'material', 'average', 'one', 'star', 'generous']","['update', 'fit', 'okay', 'material', 'average', 'one', 'star', 'generous']"
"Overall, Energy efficient, saves on electricity. Not recommended.",5,True,31,positive,"overall, energy efficient, saves on electricity. not recommended.","['overall', 'energy', 'efficient', 'saves', 'on', 'electricity', 'not', 'recommended']","['overall', 'energy', 'efficient', 'saves', 'electricity', 'recommended']","['overall', 'energy', 'efficient', 'save', 'electricity', 'recommended']"
"UPDATE: Screen is too small and hard to read. Poor build quality, feels cheap and plastic. Highly recommend!",2,True,11,negative,"update: screen is too small and hard to read. poor build quality, feels cheap and plastic. highly recommend!","['update', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'highly', 'recommend']","['update', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'highly', 'recommend']","['update', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'highly', 'recommend']"
"<p>My experience: Standard quality, nothing remarkable. Not recommended.</p>",3,True,0,neutral,"my experience: standard quality, nothing remarkable. not recommended.","['my', 'experience', 'standard', 'quality', 'nothing', 'remarkable', 'not', 'recommended']","['experience', 'standard', 'quality', 'nothing', 'remarkable', 'recommended']","['experience', 'standard', 'quality', 'nothing', 'remarkable', 'recommended']"
The display is absolutely stunning. Colors are vibrant and sharp. Total waste of money.,4,True,31,positive,the display is absolutely stunning. colors are vibrant and sharp. total waste of money.,"['the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'total', 'waste', 'of', 'money']","['display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'total', 'waste', 'money']","['display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'total', 'waste', 'money']"
"EDIT: After more use, Fits okay, material is average.",3,True,6,neutral,"edit: after more use, fits okay, material is average.","['edit', 'after', 'more', 'use', 'fits', 'okay', 'material', 'is', 'average']","['edit', 'use', 'fits', 'okay', 'material', 'average']","['edit', 'use', 'fit', 'okay', 'material', 'average']"
"I must say, Missing basic features, very disappointed. Missing basic features, very disappointed. Disappointed overall.",2,True,23,negative,"i must say, missing basic features, very disappointed. missing basic features, very disappointed. disappointed overall.","['must', 'say', 'missing', 'basic', 'features', 'very', 'disappointed', 'missing', 'basic', 'features', 'very', 'disappointed', 'disappointed', 'overall']","['must', 'say', 'missing', 'basic', 'features', 'disappointed', 'missing', 'basic', 'features', 'disappointed', 'disappointed', 'overall']","['must', 'say', 'missing', 'basic', 'feature', 'disappointed', 'missing', 'basic', 'feature', 'disappointed', 'disappointed', 'overall']"
"EDIT: After more use, Takes up too much space, too bulky. Worth every penny!",1,False,27,negative,"edit: after more use, takes up too much space, too bulky. worth every penny!","['edit', 'after', 'more', 'use', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'worth', 'every', 'penny']","['edit', 'use', 'takes', 'much', 'space', 'bulky', 'worth', 'every', 'penny']","['edit', 'use', 'take', 'much', 'space', 'bulky', 'worth', 'every', 'penny']"
"Honestly, Screen is too small and hard to read. Not recommended.",2,False,19,negative,"honestly, screen is too small and hard to read. not recommended.","['honestly', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'not', 'recommended']","['honestly', 'screen', 'small', 'hard', 'read', 'recommended']","['honestly', 'screen', 'small', 'hard', 'read', 'recommended']"
"My experience: Does the job, nothing more nothing less. One star is too generous.",3,True,5,neutral,"my experience: does the job, nothing more nothing less. one star is too generous.","['my', 'experience', 'does', 'the', 'job', 'nothing', 'more', 'nothing', 'less', 'one', 'star', 'is', 'too', 'generous']","['experience', 'job', 'nothing', 'nothing', 'less', 'one', 'star', 'generous']","['experience', 'job', 'nothing', 'nothing', 'less', 'one', 'star', 'generous']"
"<p>Just received it and Takes up too much space, too bulky. You get what you pay for.</p>",1,True,8,negative,"just received it and takes up too much space, too bulky. you get what you pay for.","['just', 'received', 'it', 'and', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'you', 'get', 'what', 'you', 'pay', 'for']","['received', 'takes', 'much', 'space', 'bulky', 'get', 'pay']","['received', 'take', 'much', 'space', 'bulky', 'get', 'pay']"
"Honestly, Poor quality material, started falling apart after one wash. Color is completely different from the photos.",2,True,15,negative,"honestly, poor quality material, started falling apart after one wash. color is completely different from the photos.","['honestly', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash.', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos']","['honestly', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'color', 'completely', 'different', 'photos']","['honestly', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'color', 'completely', 'different', 'photo']"
"To be honest, Broke after just 2 weeks of use! Takes up too much space, too bulky. Five stars from me! Check my blog: www.reviews.com/mypost",2,True,4,negative,"to be honest, broke after just 2 weeks of use! takes up too much space, too bulky. five stars from me! check my blog:","['to', 'be', 'honest', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['honest', 'broke', 'weeks', 'use', 'takes', 'much', 'space', 'bulky', 'five', 'stars', 'check', 'blog']","['honest', 'broke', 'week', 'use', 'take', 'much', 'space', 'bulky', 'five', 'star', 'check', 'blog']"
"Overall, Way too loud, sounds like a jet engine. Disappointed overall.",2,True,13,negative,"overall, way too loud, sounds like a jet engine. disappointed overall.","['overall', 'way', 'too', 'loud', 'sounds', 'like', 'jet', 'engine', 'disappointed', 'overall']","['overall', 'way', 'loud', 'sounds', 'like', 'jet', 'engine', 'disappointed', 'overall']","['overall', 'way', 'loud', 'sound', 'like', 'jet', 'engine', 'disappointed', 'overall']"
"To be honest, Battery drains too quickly, barely lasts 3 hours. Camera is terrible, blurry photos even in daylight.",2,True,0,negative,"to be honest, battery drains too quickly, barely lasts 3 hours. camera is terrible, blurry photos even in daylight.","['to', 'be', 'honest', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight']","['honest', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight']","['honest', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight']"
"<p>I must say, Amazing battery life! Lasts all day without charging. Five stars from me!</p>",5,True,36,positive,"i must say, amazing battery life! lasts all day without charging. five stars from me!","['must', 'say', 'amazing', 'battery', 'life', 'lasts', 'all', 'day', 'without', 'charging', 'five', 'stars', 'from', 'me']","['must', 'say', 'amazing', 'battery', 'life', 'lasts', 'day', 'without', 'charging', 'five', 'stars']","['must', 'say', 'amazing', 'battery', 'life', 'last', 'day', 'without', 'charging', 'five', 'star']"
"Just received it and Washes well, no fading or shrinking. Perfect fit! Very comfortable to wear all day. One star is too generous. Check my blog: www.reviews.com/mypost",5,True,7,positive,"just received it and washes well, no fading or shrinking. perfect fit! very comfortable to wear all day. one star is too generous. check my blog:","['just', 'received', 'it', 'and', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day', 'one', 'star', 'is', 'too', 'generous', 'check', 'my', 'blog']","['received', 'washes', 'well', 'fading', 'shrinking', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'one', 'star', 'generous', 'check', 'blog']","['received', 'wash', 'well', 'fading', 'shrinking', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'one', 'star', 'generous', 'check', 'blog']"
UPDATE: Color is completely different from the photos. One star is too generous.,1,True,26,negative,update: color is completely different from the photos. one star is too generous.,"['update', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'one', 'star', 'is', 'too', 'generous']","['update', 'color', 'completely', 'different', 'photos', 'one', 'star', 'generous']","['update', 'color', 'completely', 'different', 'photo', 'one', 'star', 'generous']"
"EDIT: After more use, Fits okay, material is average. Would buy again!",3,True,8,neutral,"edit: after more use, fits okay, material is average. would buy again!","['edit', 'after', 'more', 'use', 'fits', 'okay', 'material', 'is', 'average', 'would', 'buy', 'again']","['edit', 'use', 'fits', 'okay', 'material', 'average', 'would', 'buy']","['edit', 'use', 'fit', 'okay', 'material', 'average', 'would', 'buy']"
"EDIT: After more use, Decent performance, not amazing but okay. Worth every penny!",3,False,9,neutral,"edit: after more use, decent performance, not amazing but okay. worth every penny!","['edit', 'after', 'more', 'use', 'decent', 'performance', 'not', 'amazing', 'but', 'okay', 'worth', 'every', 'penny']","['edit', 'use', 'decent', 'performance', 'amazing', 'okay', 'worth', 'every', 'penny']","['edit', 'use', 'decent', 'performance', 'amazing', 'okay', 'worth', 'every', 'penny']"
"In my opinion, The display is absolutely stunning. Colors are vibrant and sharp. Super fast performance, handles multitasking effortlessly. Would buy again! Check my blog: www.reviews.com/mypost",4,True,9,positive,"in my opinion, the display is absolutely stunning. colors are vibrant and sharp. super fast performance, handles multitasking effortlessly. would buy again! check my blog:","['in', 'my', 'opinion', 'the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'would', 'buy', 'again', 'check', 'my', 'blog']","['opinion', 'display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'would', 'buy', 'check', 'blog']","['opinion', 'display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'would', 'buy', 'check', 'blog']"
Just received it and Okay for occasional use. Disappointed overall.,3,True,3,neutral,just received it and okay for occasional use. disappointed overall.,"['just', 'received', 'it', 'and', 'okay', 'for', 'occasional', 'use', 'disappointed', 'overall']","['received', 'okay', 'occasional', 'use', 'disappointed', 'overall']","['received', 'okay', 'occasional', 'use', 'disappointed', 'overall']"
"EDIT: After more use, The screen resolution is perfect for watching movies. Total waste of money.",5,True,43,positive,"edit: after more use, the screen resolution is perfect for watching movies. total waste of money.","['edit', 'after', 'more', 'use', 'the', 'screen', 'resolution', 'is', 'perfect', 'for', 'watching', 'movies', 'total', 'waste', 'of', 'money']","['edit', 'use', 'screen', 'resolution', 'perfect', 'watching', 'movies', 'total', 'waste', 'money']","['edit', 'use', 'screen', 'resolution', 'perfect', 'watching', 'movie', 'total', 'waste', 'money']"
"Overall, Color is completely different from the photos. Runs very small, order 2 sizes up!",1,True,26,negative,"overall, color is completely different from the photos. runs very small, order 2 sizes up!","['overall', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'runs', 'very', 'small', 'order', 'sizes', 'up']","['overall', 'color', 'completely', 'different', 'photos', 'runs', 'small', 'order', 'sizes']","['overall', 'color', 'completely', 'different', 'photo', 'run', 'small', 'order', 'size']"
"In my opinion, Setup was incredibly easy, connected right away. Super fast performance, handles multitasking effortlessly. Worth every penny!",4,True,7,positive,"in my opinion, setup was incredibly easy, connected right away. super fast performance, handles multitasking effortlessly. worth every penny!","['in', 'my', 'opinion', 'setup', 'was', 'incredibly', 'easy', 'connected', 'right', 'away', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'worth', 'every', 'penny']","['opinion', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'worth', 'every', 'penny']","['opinion', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'worth', 'every', 'penny']"
"UPDATE: Quiet operation, barely makes any noise. Sturdy design, built to last. Total waste of money.",5,True,48,positive,"update: quiet operation, barely makes any noise. sturdy design, built to last. total waste of money.","['update', 'quiet', 'operation', 'barely', 'makes', 'any', 'noise', 'sturdy', 'design', 'built', 'to', 'last', 'total', 'waste', 'of', 'money']","['update', 'quiet', 'operation', 'barely', 'makes', 'noise', 'sturdy', 'design', 'built', 'last', 'total', 'waste', 'money']","['update', 'quiet', 'operation', 'barely', 'make', 'noise', 'sturdy', 'design', 'built', 'last', 'total', 'waste', 'money']"
"I must say, As expected from this brand. One star is too generous.",3,True,7,neutral,"i must say, as expected from this brand. one star is too generous.","['must', 'say', 'as', 'expected', 'from', 'this', 'brand', 'one', 'star', 'is', 'too', 'generous']","['must', 'say', 'expected', 'brand', 'one', 'star', 'generous']","['must', 'say', 'expected', 'brand', 'one', 'star', 'generous']"
"Overall, Color is completely different from the photos. One star is too generous.",2,False,27,negative,"overall, color is completely different from the photos. one star is too generous.","['overall', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'one', 'star', 'is', 'too', 'generous']","['overall', 'color', 'completely', 'different', 'photos', 'one', 'star', 'generous']","['overall', 'color', 'completely', 'different', 'photo', 'one', 'star', 'generous']"
"<p>Honestly, Sound quality is awful, tinny and distorted. Worth every penny!</p>",1,True,29,negative,"honestly, sound quality is awful, tinny and distorted. worth every penny!","['honestly', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'worth', 'every', 'penny']","['honestly', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'worth', 'every', 'penny']","['honestly', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'worth', 'every', 'penny']"
"After using it for a month, Washes well, no fading or shrinking. Looks stylish and modern, gets compliments. Five stars from me!",5,False,31,positive,"after using it for a month, washes well, no fading or shrinking. looks stylish and modern, gets compliments. five stars from me!","['after', 'using', 'it', 'for', 'month', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'looks', 'stylish', 'and', 'modern', 'gets', 'compliments', 'five', 'stars', 'from', 'me']","['using', 'month', 'washes', 'well', 'fading', 'shrinking', 'looks', 'stylish', 'modern', 'gets', 'compliments', 'five', 'stars']","['using', 'month', 'wash', 'well', 'fading', 'shrinking', 'look', 'stylish', 'modern', 'get', 'compliment', 'five', 'star']"
